img_id, ans, marks
IMG25, ଭାରତରେ ଇଂଗ୍ରେଜ଼ଙ୍କ ରାଜ୍ୟ ଓ ପ୍ରଭାବ ବିସ୍ତାର ପାଇଁ ୱେଲସେଲି ସାମନ୍ତ ସନ୍ଧି ନାମକ ଏକ ପ୍ରଥା ପ୍ରଚଳନ କଲେ| ଏଥିରେ ଉଲ୍ଲେଖ ଥିଲା ଯେଉଁ ରାଜ୍ୟ ମାନେ ଏହି ପ୍ରଥା ଗ୍ରହଣ କରିବେ ସେମାନେ ଇଂଗ୍ରେଜ଼ଙ୍କ ବିନା ଅନୁମତିରେ ଅନ୍ୟ ଦେଶୀୟ ଓ ବିଦେଶୀ ଶକ୍ତି ସହ ସମ୍ପର୍କ ରଖି ପରିବେନି| ଏସନ୍ଧିର ଅର୍ଥ ହେଲା ଅଧୀନତା ମୂଳକ ମିତ୍ରତା| ଯେଉଁ ମାନେ ଏ ପ୍ରଥା ଗ୍ରହଣ କରିବେ ସେମାନେ ଇଂଗ୍ରେଜ଼ଙ୍କର ଅଧୀନରେ ରହିବେ| ଏହାର ନିୟମ ଥିଲା ଯେ ଯେଉଁ ଦେଶୀୟ ରାଜା ଏଇ ନିୟମ ଗ୍ରହଣ କରିବେ ସେମାନେ ଇଂଗ୍ରେଜ଼ଙ୍କ ଗୋଟିଏ ସୈନ୍ୟ ଦଳକୁ ନିଜ ରାଜ୍ୟରେ ରଖି ନିଜ ଖର୍ଚ୍ଚରୁ ତାଙ୍କୁ ଦରମା ଦେବେ ଓ ନ ଦେଇ ପାରିଲେ ନିଜ ରାଜ୍ୟର ଏକ ଅଂଶ ଇଂଗ୍ରେଜ଼ଙ୍କୁ ଦେବେ| ହାଇଦ୍ରାବାଦର ନିଜାମ ଅଯୋଧ୍ୟା ନବାବ ପରେ ମଧ୍ୟ ମୁଗହଳ ସମ୍ରାଟ ସାହା ଆଲାମ ଆଦି ରାଜ୍ୟ ଏ ସନ୍ଧି ଗ୍ରହଣ କରି ନିଜ ସ୍ୱାଧୀନତା ହରେଇ ଥିଲେ|,5
IMG26, NAN, 1
IMG27, NAN, 2
IMG28, ସାମନ୍ତ ସନ୍ଧି ପ୍ରଥା ଲର୍ଡ଼ ନର୍ଥ ପ୍ରଣୟନ କରିଥିଲେ| ସେ କୃଷକ ମାନେ ମୃତ୍ୟୁବରଣ କରିବା ପରେ ସେମାନଙ୍କ ଚାଷଜମି ଇଂଗ୍ରେଜ଼ମାନଙ୍କ ହାତକୁ ହସ୍ତାନ୍ତର ହବ| ସୈନ୍ୟମାନେ ମୃତ୍ୟବରଣ କଲେ ସେମାନଙ୍କ ପରିବାରକୁ ଖେତିପୁରଣ ଦିଆଯାଉନଥିଲା| କୃଷକ ମାନେ ଯେଉଁ ଫସଲ ଉତ୍ପାଦନ କରିବେ ସେମାନେ ଫସଲର ଏକ ଭାଗ ରଖିବେ ଏବଂ ସମସ୍ତ ଭାଗ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବେ| , 0
IMG29, ରାଜାମାନେ ସେମାନଙ୍କ ରାଜ୍ୟର ଅର୍ଧ ଭାଗ ଇଂଗ୍ରେଜ଼ଙ୍କୁ ଦେବେ| ସେମାନେ ଯଦି ନ ଦେବେ ତାହାଲେ ୟୁଦ୍ଧ ହବ| ଯୁଧ୍ୟରେ ପାରସ୍ଥ ହେଲେ ସେମାନଙ୍କ ଅଧୀନକୁ ଯିବ| ଏହାକୁ ହାଇଦ୍ରାବାଦର ନିଜାମ ଓ ଗ୍ରହଣ କରିଥିଲେ|, 1
IMG30, ଲର୍ଡ଼ ୱେଲସେଲି ଜଣେ ସାମ୍ରାଜ୍ୟବାଦୀ ଶାସକ ଅଟନ୍ତି| ସେ ଭାରତରେ ସାମ୍ରାଜ୍ୟ ବିସ୍ତାର ପାଇଁ ସାମନ୍ତ ସନ୍ଧି ନାମକ ଏକ ନିୟମ ଲାଗୁ କରିଥିଲେ| ଏହାର ସାର୍ଟ ଅନୁଯାଇ ଯେଉଁ ମାନେ ଏଇ ନିୟମ ଆପଣେଇବେ ସେମାନେ ଇଂଗ୍ରେଜ଼ ମିତ୍ର ହୋଇ ଅଧୀନତା ସ୍ୱୀକାର କରିବେ| ସେମାନେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ବିନା ଅନୁମତିରେ ଦେଶୀୟ ବା ବୈଦେଶିକ ସମ୍ପର୍କ ରଖିପାରିବେ ନାହିଁ| ଓ କିଛି ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟଙ୍କୁ ନିଜ ଦରବାରରେ ରଖି ତାଙ୍କର ଖର୍ଚ ବହନ କରିବେ କିମ୍ବା ନିଜ ସାମ୍ରାଜ୍ୟର ଖଣ୍ଡେ ଅଂଶ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବେ| ଏହାକୁ ପ୍ରଥମେ ହାଇଦ୍ରାବାଦର ନିଜାମ ଓ ପରେ ଅଯୋଧ୍ୟାର ରାଜା ଓ ଭୋସଲାର ରାଜା ଏହାକୁ ସ୍ୱୀକାର କରି ନିଜ ନିଜ ରାଜ୍ୟର ଖଣ୍ଡେ ଅଂଶ ଏନ୍ଗେଜ଼ ମାନଙ୍କୁ ଦେବେ| ଏହାପରେ ରାଜପୁତନା ଅଂଚଳ ଯୟବୁର ଯୋଧପୁର  ଉଦୟପୁର ଏହି ନିୟମ ଆପଣେଇଥିଲେ|, 5
IMG31, ସାମନ୍ତ ସନ୍ଧି ପ୍ରଥା ଇଂଗ୍ରେଜ଼ ସରକାର ନିଜ ସ୍ୱାର୍ଥ ହାସଲ ଓ ସାମ୍ରାଜ୍ୟ ବିସ୍ତାର ପାଇଁ ପ୍ରଚଳିତ କରିଥିଲେ| ସର୍ତ ଅନୁଯାଇ ଏହି ପ୍ରଥା ଯିଏ ଗ୍ରହଣ କରିବା ସେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ମିତ୍ର ହୋଇ ଅଧିଆନ୍ତା ସ୍ୱୀକାର କରିବ| ଯେଉଁ ମାନେ ଏହାକୁ ଗ୍ରହଣ କରିବେ ଇଂଗ୍ରେଜ଼ଙ୍କ ବିନା ଅନୁମତିରେ କୌଣସି ଦେଶୀୟ କିମ୍ବା ବିଦେଶୀ ରାଜ୍ୟ ସହିତ ସମ୍ପର୍କ ରଖି ପାରିବେ ନାହିଁ|, 2
IMG32, ଏହି ପ୍ରଥାକୁ ଯେଉଁ ମାନେ ଗ୍ରହଣ କରିବେ ସେମାନେ ଦେଲେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟଙ୍କୁ ନିଜ ରାଜ୍ୟରେ ଖର୍ଚ ଦେଇ ରଖିବେ| ଯଦି ସେମାନେ ଏହି ଖର୍ଚ ଦେବାକୁ ବିଫଳ ହେଲେ ତେବେ ସେ ନିଜ ରାଜ୍ୟରୁ କିଛି ଅଂଶ ସେଇ ଖର୍ଚ ବାବଦକୁ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବେ| ଏହାକୁ ପ୍ରଥମେ ହାଇଦ୍ରାବାଦର ନିଜାମ ଗ୍ରହଣ କରିଥିଲେ ଓ ପରେ ଅନ୍ୟ ରାଜ୍ୟ ମାନେ ଗ୍ରହଣ କରିଥିଲେ| ଏହି ପ୍ରଥାକୁ ଗ୍ରହଣ କରି ଅନେକ ଦେଶୀୟ ରାଜା ନିଜ ସ୍ୱାଧୀନତା ହରେଇ ଥିଲେ|, 3
IMG33, ସାମନ୍ତ ସନ୍ଧି ଲର୍ଡ଼ ମ୍ୟାକ୍ଲେ ପ୍ରଚଳନ କରିଥିଲେ| ସେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ସାମ୍ରାଜ୍ୟ ବିସ୍ତାର ନିମନ୍ତେ ଏହା ପ୍ରଚଳନ କରିଥିଲେ| ଏହାର ସର୍ତ ଗୁଡିକ ହେଲା ଯେଉଁ ଦେଶୀୟ ରାଜା ଏହି ପ୍ରଥା କୁ ଗ୍ରହଣ କରିବେ ସେ କୌଣସି ଦେଶୀୟ ବା ବିଦେଶି ରାଜାଙ୍କ ସହ କୌଣସି ସମ୍ପର୍କ ରଖିବେ ନାହିଁ ବା ଶକ୍ତି ସହ ସମ୍ପର୍କ ରଖିବେ ନାହିଁ| ଯେଉଁ ରାଜା ଏହାକୁ ଗ୍ରହଣ କରିଥିବେ ସେ ତାଙ୍କ ନିଜ ଖର୍ଚ୍ଚ ରେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟ ମାନଙ୍କୁ ରଖିବେ| ଯଦି ସେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ତାଙ୍କ ଦେବାକୁ ଅସମର୍ଥ ହେଲେ ତାଙ୍କ ସାମ୍ରାଜ୍ୟରୁ ଏକ ଖଣ୍ଡ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବାକୁ ହବ| ହାଇଦ୍ରାବାଦର ରାଜା ଏହାକୁ ଗ୍ରହଣ କରି ନିଜ ସାମ୍ରାଜ୍ୟର କିଛି ଅଂଶ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେଇଥିଲେ|, 4
IMG34, NAN, 2
IMG35, ସାମନ୍ତ ସନ୍ଧି ପ୍ରଥା ପ୍ରଚଳନ କରିଥିଲେ କାରଣ ସେ ଭାରତକୁ ନିଜ ଅଧୀନରେ କରିବାକୁ ଚାଁହୁଥିଲେ| ଏହାର ସର୍ତ ଗୁଡିକ ଥିଲା ଯେତେବେଳେ ରାଜ୍ୟ ଉପରେ ଆକ୍ରମଣ ହୁଏ ତେବେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟ ସେ ରାଜ୍ୟରେ ସୈନ୍ୟଙ୍କ ସହ ମିଶିକି ଲଢେଇ କରିବେ|, 0
IMG36, ଏହାର ସର୍ତ ହେଲା ଯେଉଁ ରାଜା ଏହାଗୁଡିକ ଗ୍ରହଣ କରିବ ସେ ନିଜ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟଙ୍କୁ ରଖି ଖାଇବା ପିଇବା ଦରମା କଥା ବୁଝିବେ ନ ଦେଇ ପାରିଲେ ଏକ ଅଂଶ ଇଂଗ୍ରେଜ଼ଙ୍କୁ ଦେବାକୁ ହେବ| ଶିରାଜଉଦ୍ଦୌଲା ଏହାକୁ ଗ୍ରହଣ କରିଥିଲେ| ଏହିପରି ଇଂଗ୍ରେଜ଼ ହାତକୁ ବହୁତ ସାମ୍ରାଜ୍ୟ ଆସିଥିଲା|, 1.5
IMG37, NAN, 0
IMG38, NAN, 1
IMG39, ସାମନ୍ତ ସନ୍ଧି ପ୍ରଥା ରାଜନୈତିକ ସ୍ୱାର୍ଥ ହାସଲ କରିବା ନିମନ୍ତେ ଜେନେରାଲ ଗଭର୍ଣର ୱେଲସେଲି ପ୍ରଚଳନ କରିଥିଲେ| ଏହାକୁ ସାମନ୍ତ ସନ୍ଧି ବା ଅଧୀନତା ମୂଳକ ମିତ୍ରତା କୁହାଯାଏ| ଯେଉଁ ଦେଶୀୟ ରାଜ୍ୟର ରାଜା ଏହାକୁ ଗ୍ରହଣ କରିବେ ସେମାନେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ମିତ୍ର ହୋଇ ସେମାନଙ୍କ ଅଧୀନତା ସ୍ୱୀକାର କରିବେ ବୋଲି ବ୍ୟବସ୍ଥା ଥିଲା| ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ବିନା ଅନୁମତିରେ ସେମାନେ କୌଣସି ଦେଶୀୟ କିମ୍ବା ବିଦେଶୀ ଶକ୍ତି ସହିତ ସମ୍ପର୍କ ରଖି ପାରୁନଥିଲେ| ଯେଉଁ ରାଜ୍ୟ ଏହି ସନ୍ଧି ଗ୍ରହଣ କରୁଥିଲେ ସେମାନେ ନିଜ ଖର୍ଚରେ ଦଳେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟଙ୍କୁ ରଖୁଥିଲେ| ଖର୍ଚ୍ଚ ଦେବାକୁ ଅସମର୍ଥ ଥିଲେ ନିଜ ରାଜ୍ୟରେ ଖଣ୍ଡେ ଅଂଶ ଦେଉଥିଲେ| ପ୍ରଥମେ ନିଜାମ ଏହି ସନ୍ଧି ଗ୍ରହଣ କରିଥିଲେ| ସିନ୍ଧିଆ ଭୋସଲା ସହ ତାନଜୋର ଓ ରାଜପୁତନା ଅଂଚଳର ଯୟବୁର ଯୋଧପୁର ଉଦୟପୁର ଅଂଚଳର ଅନେକ ଏହାକୁ ଗ୍ରହଣ କରି ନିଜ ସ୍ୱାଧୀନତା ହରାଇଥିଲେ|, 5
IMG40, ଭାରତରେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ପ୍ରଭାବ ବିସ୍ତାର କରିବା ପାଇଁ ୱେଲସେଲି ଏକ ପ୍ରଥା ପ୍ରଚଳନ କରିଥିଲେ| ତାହା ସାମନ୍ତ ସନ୍ଧି ପ୍ରଥା ବା ଅଧୀନତା ମୂଳକ ମିତ୍ରତା ନାମରେ ନାମିତ| ଏହି ସର୍ତ ଅନୁଯାଇ ଯେଉଁ ରାଜା ଏହାକୁ ଗ୍ରହଣ କରିବେ ସେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ମିତ୍ର ହୋଇ ରହିବ ଏବଂ ଅଧୀନତା ସ୍ୱୀକାର କରିବେ| ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ବିନା ଅନୁମତିରେ ସେ ଦେଶୀୟ କିମ୍ବା ବିଦେଶୀ ଶକ୍ତି ସହ ସମ୍ପର୍କ ରଖ୍ୟା କରି ପାରିବେ ନାହିଁ| ନିଜ ଖର୍ଚ୍ଚ ବାବଦକୁ ଦଳେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟଙ୍କୁ ନିଜ ଦରବାରରେ ରଖିବେ| ଯଦି ଦରମା ଦେବାକୁ ଅସମର୍ଥ ହୁଅନ୍ତି ତେବେ ନିଜ ରାଜ୍ୟରୁ କିଛି ଅଂଶ ଦରମା ବାବଦକୁ ଦେବାକୁ ପଡିବ|, 4
IMG41, ଭାରତର ରାଜ୍ୟଗୁଡ଼ିକରେ ଇଂଗ୍ରେଜ଼ ମାନେ କ୍ଷମତା ବିସ୍ତାର ପାଇଁ ୱେଲସେଲି ଏକ ପ୍ରଥା ପ୍ରଚଳନ କରିଥିଲେ| ଏହା ସାମନ୍ତ ସନ୍ଧି ବା ଅଧୀନତା ମୂଳକ ମିତ୍ରତା ଭାବରେ ପରିଚିତ| ଯେଉଁ ଦେଶୀୟ ରାଜ୍ୟର ରାଜା ଏହି ସନ୍ଧି ଗ୍ରହଣ କରିବେ ସେମାନେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ମିତ୍ର ହୋଇ ସେମାନଙ୍କ ଅଧୀନତା ସ୍ୱୀକାର କରିବେ| ସେମାନେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ବିନା ଅନୁମତିରେ କୌଣସି ଦେଶୀୟ କିମ୍ବା ବିଦେଶୀ ଶକ୍ତି ସହ ସମ୍ପର୍କ ରଖି ପାରିବେ ନାହିଁ| ସେମାନେ ନିଜ ଖର୍ଚରେ ଦେଲେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟଙ୍କୁ ନିଜ ରାଜ୍ୟରେ ରଖିବେ| ଯଦି ସେମାନଙ୍କ ବାବଦରେ ଖର୍ଚ ଦେବାକୁ ଅସମର୍ଥ ହୁଅନ୍ତି ତେବେ ନିଜ ରାଜ୍ୟରୁ ଖଣ୍ଡେ ଅଂଶ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବେ| ପ୍ରଥମେ ହାଇଦ୍ରାବାଦର ନିଜାମ ଏହି ସନ୍ଧି ଗ୍ରହଣ କରିଥିଲେ| ତାଙ୍କ ପରେ ଅଯୋଧ୍ୟା ନବାବ ଏହି ସନ୍ଧି ଗ୍ରହଣ କରି ନିଜ ରାଜ୍ୟରୁ ଖଣ୍ଡେ ଙ୍ଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେଇଥିଲେ|  ଭୋସଲା ଓ ସିନ୍ଧିଆ ଏହି ସନ୍ଧି ଗ୍ରହଣ କରି ନିଜ ରାଜ୍ୟରୁ ଖଣ୍ଡେ ଖଣ୍ଡେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେଇଥିଲେ| ଏହା ପରେ କାନପୁର ରାଜପୁତନା ଅଂଚଳର ଯୟବୁର ଯୋଧପୁର ଉଦୟପୁର ଆଦିର ରାଜା ଏହି ସନ୍ଧି ଗ୍ରହଣ କରି ନିଜ ନିଜର ସ୍ୱାଧୀନତା ହରାଇଥିଲେ|, 5
IMG42, ଭାରତକୁ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ଶାସନରେ ଆଣିବା ପାଇଁ ୱେଲସେଲି ଏକ ପ୍ରଥା ପ୍ରଚଳନ କଲେ| ଏହା ସାମନ୍ତ ସନ୍ଧି ପ୍ରଥା ବା ଅଧୀନତା ମୂଳକ ମିତ୍ରତା ନାମରେ ନାମିତ| ଏହି ସନ୍ଧି ଗ୍ରହଣକରିଲେ ରାଜା କୌଣସି ଦେଶୀୟ ବା ବିଦେଶୀ ରାଜା ସହ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ବିନା ଅନୁମତିରେ ସମ୍ପର୍କ ରଖିପାରିବେ ନାହିଁ| ସେ ଦଳେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟଙ୍କୁ ରଖିବା ଓ ତାଙ୍କ ଖର୍ଚ କରିବାକୁ ସମର୍ଥ ନ ହେଲେ ରାଜ୍ୟର ଏକ ଅଂଶ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବାକୁ ହେବ| ପ୍ରଥମେ ହାଇଦ୍ରାବାଦର ନିଜାମ ଏହାକୁ ଗ୍ରହଣ କରିଥିଲେ| ଏହାପରେ ବିଭିନ୍ନ ରାଜା ଏହାକୁ ଗ୍ରହଣ କରି ନିଜ ରାଜ୍ୟର ଏକ ଖଣ୍ଡ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେଇଥିଲେ|  ସୁରଟ ଯୋଧପୁର ଏହା ଗ୍ରହଣ କରିଥିଲେ ଓ ପରାଧୀନ ହୋଇଯାଇଥିଲେ|, 5
IMG43, ସାମନ୍ତ ସନ୍ଧି ଡେଲହାଉସି ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ରାଜ୍ୟ ବିସ୍ତାର ପାଇଁ ପ୍ରଣୟନ କରିଥିଲେ| ଏହାକୁ ଅଧୀନତା ମୂଳକ ବନ୍ଧୁତା କୁହ ଯାଉଥିଲା|  ଏହି ସର୍ତ ଅନୁଯାଇ ରାଜ୍ୟର ରାଜା କୌଣସି ବୈଦେଶିକ କିମ୍ବା ଦେଶୀୟ ଶକ୍ତି ସହ ସମ୍ପର୍କ ରଖି ପାରିବେ ନାହିଁ| ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟ ମାନଙ୍କୁ ନିଯୁକ୍ତି କରିବେ| ତାଙ୍କୁ ଅର୍ଥ ଦେବାକୁ ପଛ ଘୁଞ୍ଚା ହେଲେ ତାଙ୍କ ରାଜ୍ୟର ଅଳ୍ପ ଜମି ଦେବାକୁ ପଡିବ| ଏହି ସାର୍ଟକୁ ପ୍ରଥମେ ହାଇଦ୍ରାବାଦର ନିଜାମ ଗ୍ରହଣ କରିଥିଲେ| ଏହି ସର୍ତ ଅନୁଯାଇ ରାଜପୁତନା ଯୋଧପୁର ଅମ୍ବର ଭଳି ଅନେକ ରାଜା ଏହି ସନ୍ଧି ଗ୍ରହଣ କରି ପରାଧୀନ ହୋଇଥିଲେ|, 4.5
IMG44, NAN, 1
IMG45, ସାମନ୍ତ ସନ୍ଧି ପ୍ରଥା ୱେଲସେଲି ପ୍ରଣୟନ କରିଥିଲେ| ଅନ୍ୟ ନାମ ଅଧୀନତା ମୂଳକ ମିତ୍ରତା| ସେ ଭାରତରେ ଇଂଗ୍ରେଜ଼ ସାମ୍ରାଜ୍ୟର ଦୃଢ ଉଦ୍ଦେଶ୍ୟରେ ଏହି ପ୍ରଥା ପ୍ରଚଳନ କରିଥିଲେ| ଏହାର ମୁଖ୍ୟ ସନ୍ଧି ଗୁଡିକ ହେଲା ଯେଉଁ ରାଜା ଏହାକୁ ଗ୍ରହଣ କରିବେ ସେ କୌଣସି ଦେଶୀୟ ବା ବିଦେଶିୟ ରାଜାଙ୍କ ସହ ସମ୍ପର୍କ ରଖି ପାରିବେ ନାହିଁ| ଯେଉଁ ରାଜା ଏହାକୁ ଗ୍ରହଣ କରିବେ ସେ ଦଳେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟକୁ ରଖି ତାଙ୍କ ଭରଣ ପୋଷଣ କରିବେ| ଯଦି ଏହା କରିବାକୁ ଅସମର୍ଥ ହେବେ ତାଙ୍କ ରାଜ୍ୟର ଏକ ଅଂଶ ଇଂଗ୍ରେଜ଼ଙ୍କୁ ଦେବାକୁ ପଡିବ| ଏହି ପ୍ରଥାକୁ ପ୍ରଥମେ ଝାନ୍ସୀ ସତାରା ସମ୍ବଲପୁରର ରାଜା ଗ୍ରହଣ କରି ତାଙ୍କ ସ୍ୱାଧୀନତା ହରାଇଥିଲେ|, 4
IMG46, ସାମନ୍ତ ସନ୍ଧି ୱେଲସେଲି ଓ ନିଜ ରାଜ୍ୟ ଇଂଗଲାଂଡକୁ ବିସ୍ତାର କରିବା ପାଇଁ ପ୍ରଣୟନ କରିଥିଲେ| ଏହାର ସର୍ତ ଥିଲା ଯେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ଅଧୀନରେ ରହି ମିତ୍ର ହେବ| ଏହା ସର୍ତ କୌଣସି ଦେଶୀୟ କିମ୍ବା ବିଦେଶୀ ଶକ୍ତି ସହିତ ସମ୍ପର୍କ ସ୍ଥାପନ କରିପାରିବ ନାହିଁ|  ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ବିନା ଅନୁମତିରେ କୌଣସି ଦେଶ କିମ୍ବା ରାଜ୍ୟ ସହିତ ବାଣିଜ୍ୟ କରି ପାରିବେ ନାହିଁ| ନିଜ ରାଜ୍ୟରେ ସେମାନଙ୍କ ସୈନ୍ୟଙ୍କୁ ରଖି ସେମାନଙ୍କୁ ଦରମା ଦେବେ| ଏହା କରିବାକୁ ଅସମର୍ଥ ହେଲେ ନିଜ ରାଜ୍ୟର ଗୋଟେ ଅଂଚଳ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବେ| ଏହା ପ୍ରଥମେ ଅଯୋଧ୍ୟାର ନବାବ ଗ୍ରହଣ କରି ନିଜ ରାଜ୍ୟର ଏକ ଅଂଶ ସେମାନଙ୍କୁ ଦେଇଥିଲେ| ଏହି ସନ୍ଧିକୁ ଜଯୈତପୁର ଯୟବୁର ଯୋଧପୁରର ଶାସକ ଗ୍ରହଣ କରି ନିଜ ଅଂଚଳକୁ ସେମାନଙ୍କୁ ଦେଲେ|, 5
IMG47, ସାମନ୍ତ ସନ୍ଧିକୁ ଇଂଗ୍ରେଜ଼ ଲର୍ଡ଼ ଡେଲହାଉସି ପ୍ରଚଳନ କରିଥିଲେ| ସେମାନେ ଆମ ରାଜ୍ୟ ଗୁଡିକ ଇଂଗ୍ରେଜ଼ୀ ସାମ୍ରାଜ୍ୟ ଭୀତରୀ କରିବାକୁ ଏହି ସନ୍ଧି ପ୍ରଚଳନ କରିଥିଲେ| ଯେଉଁ ରାଜା ମାନଙ୍କ ପୁତ୍ର ନଥିଲେ ସେମାନେ ଉତ୍ତରାଧିକାରୀ କରିବା ପାଇଁ ନିଜେ ପୋଷ୍ୟ ପୁତ୍ର ଗ୍ରହଣ କରୁଥିଲେ| ଏହି ସନ୍ଧି ଅନୁଯାଇ କୌଣସି ପୁତ୍ର କିମ୍ବା ପୋଷ୍ୟ ପୁତ୍ର ଉତ୍ତରାଧିକାରୀ ଭାବେ ନିଯୁକ୍ତି ହୋଇ ପାରିବେ ନାହିଁ|, 0.5
IMG48, ସାମନ୍ତ ସନ୍ଧି ପ୍ରଥା ଲର୍ଡ଼ ଡେଲହାଉସି ପ୍ରଣୟନ କରିଥିଲେ| ସେ ଭାରତରେ ବାଣିଜ୍ୟ ବିସ୍ତାର କରି ନିଜ ଲାଭବାନ ହେବାକୁ ଚାଁହୁଥିଲେ| ଏହାର ସର୍ତ ଥିଲା ଯେ ଯିଏ ଏହି ସନ୍ଧି କୁ ଗ୍ରହଣ କରିବ ସେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଜଣେଇ ଅନ୍ୟ ଦେଶ ସହିତ ସମ୍ପର୍କ ରଖିବେ ଓ ଅନ୍ୟ ଦେଶ ସହିତ ବାଣିଜ୍ୟ ବ୍ୟାପାର କରିବେ| ଏହାର ଅନ୍ୟ ସର୍ତ ଥିଲା ଯେ ଏହି ସନ୍ଧିକୁ ଗ୍ରହଣ କରି ରାଜା ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ସୈନ୍ୟଙ୍କୁ ନିଜ ରାଜ୍ୟରେ ରଖିବେ| ତାଙ୍କର ଖାଦ୍ୟପେୟ ବ୍ୟବସ୍ତା ଦରମା ବ୍ୟବସ୍ତା ସନ୍ଧି ଗ୍ରହଣ କରି ରାଜା ହିଁ କରିବେ| ଏହା ନକଲେ ନିଜ ରାଜ୍ୟର ଏକ ଅଂଶ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବାକୁ ବାଧ୍ୟ| ଅଯୋଧ୍ୟାର ନବାବ ଝାନ୍ସୀ ସତାରା ଜଯୈତପୁର ଏହି ସନ୍ଧିକୁ ଗ୍ରହଣ କରି ନିଜ ରାଜ୍ୟର ଏକ ଅଂଶ ହରେଇ ଥିଲେ|, 5
IMG49, ଭାରତରେ ସାମ୍ରାଜ୍ୟ ବିସ୍ତାର କରିବ ତଥା ବାଣିଜ୍ୟ ପ୍ରସାର କାରିବା ନିମନ୍ତେ ୱେଲସେଲି ଏକ ପ୍ରଥା ପ୍ରଚଳନ କଲେ| ତାହାକୁ ସାମନ୍ତ ସନ୍ଧି ବା ଅଧୀନତା ମୂଳକ ମିତ୍ରତା କୁହ ଯାଏ| ଏହି ସନ୍ଧିର ସର୍ତ ଅନୁଯାଇ ଯେଉଁ ଦେଶୀୟ ରାଜ୍ୟର ରାଜା ଏହାକୁ ଗ୍ରହଣ କରିବେ ସେମାନେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ଅଧୀନରେ ରହିବେ|, 2
